f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
8,1980-2000,Gd,0,Somerst,1441,2.0,776.0,764,2,174000
7,1980-2000,Gd,1,Somerst,1950,2.0,975.0,975,2,239000
7,1980-2000,Gd,0,Somerst,1358,2.0,1339.0,1358,2,204000
8,après 2000,Gd,1,Somerst,2048,2.0,1054.0,1072,2,301000
8,1980-2000,Gd,1,Somerst,2362,2.0,1220.0,1220,2,312500
8,1980-2000,Gd,1,Veenker,1494,2.0,1494.0,1494,1,279700
7,1950-1980,Gd,1,Veenker,2362,2.0,2002.0,2362,2,255000
5,1950-1980,Gd,1,Veenker,1432,2.0,1360.0,1432,1,194000
5,1950-1980,Gd,1,Veenker,1437,2.0,1437.0,1437,2,218000
8,1950-1980,Gd,1,Greens,1295,2.0,1057.0,1295,1,213750
6,1950-1980,TA,1,Veenker,1855,2.0,528.0,1094,2,187000
6,1950-1980,TA,1,Veenker,1262,2.0,1262.0,1262,2,181500
8,1980-2000,Gd,1,Veenker,2497,2.0,2461.0,2497,2,373000
5,1950-1980,TA,1,Sawyer,2620,2.0,1361.0,1361,2,190000
7,après 2000,Gd,1,Somerst,1929,2.0,1057.0,1057,2,226000
6,1950-1980,TA,0,NWAmes,1152,2.0,912.0,1152,1,143450
6,1950-1980,TA,1,NWAmes,2411,2.0,1008.0,1403,2,240050
6,1950-1980,TA,0,NWAmes,1082,2.0,973.0,1082,1,162500
6,1950-1980,TA,0,NWAmes,1295,2.0,1295.0,1295,1,164000
7,1950-1980,Gd,1,NWAmes,1610,2.0,1124.0,1610,2,185000
7,1980-2000,Gd,1,NWAmes,1594,2.0,1594.0,1594,2,188500
7,1980-2000,Gd,1,NWAmes,2075,2.0,1148.0,1091,2,255000
5,1950-1980,TA,0,NWAmes,1680,2.0,1680.0,1680,2,136905
6,1950-1980,TA,1,NWAmes,1093,2.0,1093.0,1093,2,158500
7,1950-1980,TA,1,NWAmes,1242,2.0,1242.0,1242,1,175500
6,1950-1980,TA,0,NWAmes,1052,1.0,1052.0,1052,1,127000
5,1950-1980,Gd,0,NAmes,1107,1.0,949.0,1107,1,127000
5,1950-1980,TA,1,NAmes,1214,1.0,1214.0,1214,2,143000
5,1950-1980,TA,0,NAmes,1073,2.0,1073.0,1073,1,156000
5,1950-1980,TA,1,NAmes,1344,1.0,1024.0,1344,1,144000
5,1950-1980,TA,0,NAmes,1728,1.0,1728.0,1728,2,119000
4,1950-1980,TA,0,NAmes,1224,3.0,0.0,1224,2,103000
5,1950-1980,TA,1,NAmes,1422,1.0,978.0,1422,1,139900
6,1950-1980,TA,0,NAmes,958,1.0,958.0,958,1,151500
5,1950-1980,TA,0,NAmes,1065,2.0,1065.0,1065,1,126500
6,1950-1980,TA,0,NAmes,1138,1.0,588.0,1138,1,145000
5,1950-1980,TA,0,NAmes,912,1.0,912.0,912,1,120000
5,1950-1980,Gd,1,NAmes,1074,2.0,894.0,1074,1,124000
5,1950-1980,TA,0,NAmes,882,1.0,0.0,882,1,106500
5,1950-1980,TA,1,NAmes,1187,2.0,864.0,1187,1,140500
5,1950-1980,TA,1,NAmes,964,2.0,964.0,964,1,137500
5,1950-1980,TA,0,NAmes,894,1.0,894.0,894,1,117600
7,1950-1980,TA,1,NAmes,1200,2.0,1174.0,1200,2,163500
6,1950-1980,TA,0,NAmes,1042,2.0,1042.0,1042,2,161000
6,1950-1980,Gd,0,NAmes,1302,1.0,1302.0,1302,2,158000
6,1950-1980,TA,1,NAmes,2154,2.0,845.0,845,2,224500
6,1950-1980,TA,1,NAmes,1374,1.0,1130.0,1374,1,147000
6,1950-1980,Gd,1,NAmes,1652,2.0,1592.0,1652,1,200000
6,1950-1980,Gd,1,NAmes,1429,2.0,1144.0,1429,1,181900
5,1950-1980,Gd,0,NAmes,1327,2.0,1063.0,1327,1,150750
4,1950-1980,TA,0,NAmes,1224,2.0,0.0,1224,2,101800
6,1900-1950,Gd,1,NAmes,932,1.0,932.0,932,1,124000
5,1900-1950,TA,0,NAmes,908,2.0,822.0,908,1,138500
1,1900-1950,Fa,0,BrkSide,334,0.0,0.0,334,1,39300
3,1900-1950,Gd,0,BrkSide,666,0.0,666.0,666,1,64500
3,1900-1950,Fa,0,BrkSide,670,0.0,370.0,442,1,64000
5,1950-1980,TA,0,BrkSide,808,1.0,808.0,808,1,112000
6,1950-1980,TA,1,NAmes,1977,2.0,816.0,1127,1,165000
5,1950-1980,TA,0,NAmes,1150,1.0,1078.0,1150,1,144000
5,1900-1950,TA,0,NAmes,1920,2.0,928.0,928,2,137000
5,1900-1950,TA,1,NAmes,1376,1.0,768.0,968,1,105000
5,1900-1950,Gd,1,NAmes,1644,1.0,728.0,888,1,146500
5,1950-1980,TA,0,NAmes,1560,3.0,1560.0,1560,2,126000
5,1950-1980,TA,1,NAmes,1280,2.0,793.0,1280,2,175000
6,1950-1980,TA,1,NAmes,1254,2.0,1218.0,1254,1,158500
5,1950-1980,TA,0,NAmes,912,1.0,912.0,912,1,114500
5,1950-1980,TA,0,NAmes,1524,1.0,874.0,874,1,144000
6,1950-1980,TA,1,NAmes,2380,2.0,1021.0,1465,2,129000
6,1950-1980,Gd,0,NAmes,936,1.0,936.0,936,1,141000
5,1950-1980,Fa,0,NAmes,1008,1.0,1008.0,1008,1,131000
5,1950-1980,Gd,0,NAmes,1053,2.0,1053.0,1053,1,142100
5,1950-1980,TA,0,NAmes,1056,1.0,1056.0,1056,1,139000
6,1950-1980,TA,0,NAmes,1442,1.0,1442.0,1442,1,157900
5,1950-1980,TA,0,NAmes,1056,1.0,1056.0,1056,1,139400
6,1950-1980,TA,1,NAmes,1244,1.0,1244.0,1244,1,150000
5,1950-1980,TA,1,NAmes,1144,1.0,1144.0,1144,1,120000
6,1950-1980,TA,1,NAmes,1721,2.0,1331.0,1721,1,174850
5,1950-1980,TA,0,NAmes,922,1.0,922.0,922,1,116000
5,1950-1980,TA,0,NAmes,1048,1.0,1048.0,1048,1,135000
6,1950-1980,TA,1,NAmes,1657,2.0,1657.0,1657,2,163500
5,1950-1980,TA,1,NAmes,1411,1.0,1204.0,1411,1,130000
5,1950-1980,TA,0,NAmes,1216,1.0,1216.0,1216,1,129500
5,1950-1980,Ex,0,NAmes,1154,1.0,864.0,1154,1,142000
5,1950-1980,TA,0,NAmes,1560,2.0,1560.0,1560,2,128600
6,1950-1980,TA,0,NAmes,948,2.0,948.0,948,1,125000
6,1950-1980,TA,0,NAmes,1040,1.0,1040.0,1040,1,136000
5,1950-1980,Gd,0,NAmes,1008,1.0,1008.0,1008,1,134500
5,1950-1980,Gd,0,NAmes,925,1.0,925.0,925,1,127000
5,1950-1980,TA,1,NAmes,1360,2.0,384.0,1360,1,130000
4,1950-1980,Fa,0,NAmes,1540,1.0,1190.0,1040,1,115000
5,1950-1980,TA,1,NAmes,925,1.0,923.0,925,1,116900
5,1950-1980,TA,0,NAmes,928,1.0,928.0,928,1,132000
4,1950-1980,TA,1,NAmes,1647,1.0,1105.0,1647,1,153000
5,1950-1980,TA,0,OldTown,924,1.0,924.0,924,1,112500
4,avant 1900,TA,0,OldTown,1544,0.0,925.0,1000,2,138000
5,1900-1950,Gd,0,NAmes,893,2.0,845.0,893,1,135000
5,1950-1980,TA,1,NAmes,1728,1.0,1216.0,1216,1,156000
5,1900-1950,Gd,0,NAmes,3086,3.0,666.0,1308,3,301600
5,1900-1950,TA,0,OldTown,1034,1.0,735.0,735,1,109000
4,1950-1980,TA,0,OldTown,882,0.0,882.0,882,1,103200
4,1900-1950,TA,0,OldTown,1281,2.0,1151.0,845,2,128500
4,1900-1950,TA,0,OldTown,968,1.0,656.0,968,2,64500
5,avant 1900,Gd,0,OldTown,1534,0.0,736.0,751,1,148000
5,1900-1950,Ex,0,OldTown,691,1.0,691.0,691,1,86000
7,1950-1980,TA,1,NAmes,1651,1.0,725.0,1035,2,172000
5,1950-1980,TA,0,NAmes,888,1.0,920.0,888,1,120000
6,1950-1980,TA,0,NAmes,952,1.0,952.0,952,1,128500
5,1950-1980,Fa,1,NAmes,2080,2.0,1040.0,1040,1,135000
5,1900-1950,TA,1,NAmes,924,2.0,672.0,672,1,122900
6,1900-1950,TA,1,NAmes,1082,1.0,1082.0,1082,1,119200
6,1900-1950,TA,1,NAmes,1846,1.0,1040.0,1168,2,143000
5,1900-1950,TA,0,NAmes,988,1.0,876.0,988,1,119000
5,1900-1950,TA,1,NAmes,1238,1.0,864.0,1238,1,102000
5,1900-1950,Gd,0,NAmes,864,2.0,864.0,864,1,129000
5,1950-1980,TA,0,NAmes,1134,1.0,1010.0,1134,1,135000
5,1950-1980,Gd,0,NAmes,1040,1.0,1040.0,1040,1,152000
5,1950-1980,TA,1,NAmes,1170,1.0,1170.0,1170,1,140000
5,1950-1980,TA,0,NAmes,1242,1.0,1242.0,1242,1,152000
5,1950-1980,TA,1,NAmes,1377,1.0,1377.0,1377,1,156500
5,1950-1980,TA,0,NAmes,1800,0.0,1800.0,1800,2,141000
5,1950-1980,TA,0,NAmes,925,1.0,0.0,925,1,99000
6,1950-1980,Gd,1,NAmes,1851,2.0,822.0,1020,2,187000
5,1950-1980,TA,1,NAmes,1812,1.0,864.0,876,2,169500
5,1950-1980,TA,0,NAmes,864,1.0,864.0,864,1,125500
5,1950-1980,TA,1,NAmes,936,1.0,896.0,936,1,130000
5,1900-1950,TA,0,OldTown,960,2.0,850.0,960,1,103000
5,1900-1950,TA,0,OldTown,1432,2.0,264.0,768,2,132000
6,1900-1950,TA,0,OldTown,1296,2.0,845.0,866,1,127500
5,1900-1950,Fa,1,OldTown,1022,1.0,1022.0,1022,1,89500
5,1950-1980,TA,0,OldTown,936,2.0,936.0,936,1,140000
5,1900-1950,TA,1,OldTown,967,1.0,967.0,967,1,99900
4,avant 1900,TA,0,OldTown,1047,1.0,641.0,1047,1,100000
5,1900-1950,TA,1,OldTown,1072,2.0,808.0,1072,1,130000
5,avant 1900,Gd,1,OldTown,1174,2.0,680.0,680,1,135000
3,1900-1950,TA,0,OldTown,1183,1.0,649.0,679,1,120000
4,1900-1950,TA,0,OldTown,1131,2.0,907.0,1131,1,89471
4,avant 1900,TA,0,OldTown,1141,1.0,570.0,761,1,85000
4,1900-1950,Fa,0,OldTown,960,1.0,960.0,960,1,108500
4,avant 1900,TA,0,OldTown,1798,2.0,1075.0,1156,2,137000
5,1900-1950,Gd,0,OldTown,866,0.0,686.0,866,1,110500
5,1900-1950,TA,0,OldTown,968,2.0,968.0,968,1,100000
8,1900-1950,Gd,0,OldTown,1772,2.0,725.0,909,2,184900
6,1900-1950,TA,1,OldTown,1642,1.0,728.0,914,1,145000
5,1900-1950,Gd,0,OldTown,1472,1.0,702.0,842,1,125000
5,1900-1950,TA,0,OldTown,1232,2.0,616.0,616,1,114000
5,avant 1900,TA,0,OldTown,2337,2.0,662.0,1422,2,90000
6,1900-1950,TA,0,OldTown,1650,2.0,926.0,991,2,144100
6,avant 1900,Fa,0,OldTown,2210,1.0,1008.0,1178,2,117500
5,1900-1950,Gd,1,OldTown,1358,1.0,687.0,687,1,124500
6,1900-1950,TA,1,OldTown,2291,2.0,1214.0,1260,2,133900
6,1900-1950,Gd,0,OldTown,1616,1.0,1149.0,1149,2,152000
5,1900-1950,TA,0,OldTown,1559,2.0,1559.0,1559,1,153500
7,avant 1900,TA,0,OldTown,2554,2.0,718.0,1576,1,159500
5,1900-1950,TA,0,OldTown,1248,1.0,912.0,912,1,87000
4,1950-1980,TA,0,OldTown,968,1.0,0.0,968,1,104500
4,1900-1950,TA,1,OldTown,1382,1.0,0.0,1382,2,110000
5,1900-1950,TA,1,BrkSide,1060,1.0,756.0,916,1,136500
5,1900-1950,TA,0,BrkSide,1435,1.0,910.0,910,1,128250
5,1900-1950,TA,1,BrkSide,1167,2.0,915.0,1167,1,144000
6,1900-1950,TA,1,BrkSide,1635,2.0,1065.0,915,1,210000
5,1900-1950,TA,0,BrkSide,1274,1.0,728.0,728,2,135000
6,1900-1950,TA,1,BrkSide,1232,1.0,600.0,608,1,128000
6,1900-1950,TA,1,BrkSide,1218,2.0,735.0,869,1,131000
5,1900-1950,TA,0,BrkSide,884,1.0,884.0,884,1,113000
6,1900-1950,TA,1,BrkSide,1409,2.0,861.0,861,1,126000
5,1900-1950,TA,0,BrkSide,1322,1.0,672.0,899,1,132000
5,1900-1950,TA,1,BrkSide,1426,1.0,966.0,1014,1,131750
5,1900-1950,Gd,0,BrkSide,1281,2.0,756.0,903,1,132500
5,1900-1950,TA,0,BrkSide,1513,1.0,939.0,939,1,137500
7,1900-1950,TA,0,BrkSide,854,2.0,832.0,854,1,132000
6,1900-1950,TA,1,BrkSide,1367,1.0,884.0,959,1,127500
6,1900-1950,TA,1,BrkSide,986,1.0,960.0,986,1,102000
6,1900-1950,TA,0,OldTown,2264,1.0,1100.0,1100,2,200000
6,1900-1950,TA,1,BrkSide,1824,2.0,764.0,1060,1,180500
6,1900-1950,Gd,0,BrkSide,1376,2.0,768.0,752,1,165000
5,1900-1950,TA,0,BrkSide,1316,2.0,750.0,960,1,90000
6,1900-1950,TA,0,BrkSide,1396,1.0,698.0,698,1,153575
7,1900-1950,Gd,1,OldTown,1344,2.0,672.0,672,1,140000
6,1900-1950,Gd,1,OldTown,2526,1.0,714.0,1664,2,136000
5,1900-1950,TA,0,OldTown,1173,1.0,592.0,933,2,113000
5,1900-1950,TA,0,OldTown,1214,1.0,969.0,969,1,117000
7,1900-1950,TA,1,IDOTRR,1818,1.0,1040.0,1226,1,169500
7,1900-1950,Gd,1,IDOTRR,1108,1.0,637.0,1108,1,139400
6,1950-1980,TA,1,IDOTRR,2294,2.0,741.0,1497,3,202500
6,1900-1950,Gd,0,IDOTRR,1355,0.0,684.0,773,1,127000
6,1900-1950,Gd,1,IDOTRR,1375,1.0,780.0,780,1,141000
7,1900-1950,Gd,1,IDOTRR,1952,1.0,976.0,976,1,212300
6,1900-1950,TA,1,IDOTRR,2180,2.0,1138.0,1138,1,161000
4,1950-1980,TA,0,IDOTRR,1315,2.0,808.0,838,2,99500
5,1900-1950,Fa,0,IDOTRR,1111,1.0,530.0,581,1,101000
4,1900-1950,TA,0,IDOTRR,1196,2.0,1196.0,1196,1,109900
5,1900-1950,TA,0,OldTown,1382,2.0,720.0,854,1,128500
7,1900-1950,TA,1,OldTown,1889,1.0,925.0,964,1,122000
5,1900-1950,TA,1,OldTown,840,0.0,672.0,840,1,87000
4,1900-1950,TA,0,IDOTRR,1484,1.0,771.0,866,2,50000
7,1900-1950,TA,1,Sawyer,2267,2.0,1005.0,1262,1,219000
5,1900-1950,Ex,1,ClearCr,3086,0.0,1598.0,1636,3,200500
5,1900-1950,TA,0,Edwards,1134,1.0,756.0,756,1,126000
5,1900-1950,TA,0,SWISU,1282,1.0,672.0,778,1,108500
5,1950-1980,TA,0,Sawyer,999,1.0,925.0,999,1,130000
5,1950-1980,TA,1,Sawyer,1452,2.0,1420.0,1452,1,158450
4,1950-1980,TA,0,Sawyer,1005,2.0,1005.0,1005,1,115400
4,1950-1980,TA,0,Sawyer,1029,1.0,1029.0,1029,1,118500
5,1950-1980,TA,1,Sawyer,1020,2.0,980.0,1020,2,165000
5,1950-1980,TA,0,Sawyer,1040,1.0,1040.0,1040,1,123000
6,1950-1980,TA,0,Sawyer,913,1.0,814.0,913,1,129000
5,1950-1980,TA,0,Sawyer,894,1.0,894.0,894,1,125000
5,1950-1980,TA,0,Sawyer,948,1.0,948.0,948,1,108000
5,1950-1980,TA,0,Sawyer,868,2.0,768.0,868,1,119900
5,1950-1980,TA,0,Sawyer,897,1.0,876.0,897,1,115000
5,1950-1980,TA,0,Sawyer,943,2.0,943.0,943,1,134500
5,1950-1980,TA,0,Sawyer,955,1.0,955.0,955,1,127000
5,1950-1980,TA,1,Sawyer,894,2.0,894.0,894,1,129000
6,1950-1980,TA,1,Sawyer,1285,2.0,660.0,1285,1,143500
5,1950-1980,Gd,0,Sawyer,912,1.0,912.0,912,1,129000
5,1950-1980,TA,1,Sawyer,1375,1.0,1240.0,1375,1,187000
5,1900-1950,TA,1,Sawyer,2654,2.0,671.0,1567,3,158000
5,1900-1950,Gd,0,Sawyer,1416,2.0,816.0,1416,2,112000
7,1900-1950,Gd,1,Sawyer,1302,1.0,680.0,798,1,165250
6,1950-1980,Gd,1,Sawyer,1299,2.0,967.0,1299,1,150000
5,1950-1980,TA,1,Sawyer,1176,1.0,1158.0,1176,1,137000
4,1900-1950,TA,0,Sawyer,998,2.0,0.0,998,1,89500
7,1950-1980,Gd,1,ClearCr,1824,2.0,1643.0,1824,2,302000
6,1980-2000,TA,1,ClearCr,1522,2.0,1190.0,1522,2,182000
6,1980-2000,TA,1,ClearCr,2060,2.0,1151.0,1164,2,211000
5,1900-1950,Gd,1,Edwards,1325,2.0,409.0,1325,2,216000
5,1950-1980,TA,1,Edwards,1630,2.0,1073.0,1630,2,130000
4,1900-1950,TA,0,Edwards,1242,1.0,484.0,1242,1,109900
6,1950-1980,Gd,1,ClearCr,2422,2.0,1288.0,2422,3,255000
6,1900-1950,Gd,1,Edwards,2158,2.0,1202.0,2158,2,243000
6,1950-1980,Gd,0,Edwards,1626,1.0,988.0,988,1,154000
5,1950-1980,TA,0,SWISU,864,1.0,864.0,864,1,118000
4,1950-1980,Gd,0,Edwards,943,1.0,0.0,943,1,80000
4,1950-1980,TA,0,Edwards,1440,0.0,1440.0,1440,2,150000
4,1900-1950,TA,0,Edwards,605,0.0,528.0,605,1,86000
5,1980-2000,TA,0,Edwards,1038,1.0,1038.0,1038,2,130000
5,1950-1980,TA,0,Edwards,1342,1.0,1342.0,1342,1,125000
5,1950-1980,TA,1,Edwards,1480,1.0,1080.0,1080,1,136500
4,1900-1950,TA,0,Edwards,1362,1.0,951.0,986,2,96000
5,1950-1980,TA,1,Edwards,1340,1.0,0.0,1340,1,120000
6,1980-2000,Gd,1,SawyerW,1822,2.0,1105.0,1105,2,228500
7,1980-2000,Gd,1,SawyerW,1442,2.0,910.0,1442,2,179900
7,1980-2000,Gd,1,SawyerW,2243,3.0,700.0,1122,2,225000
7,1980-2000,Gd,1,SawyerW,2730,2.0,1502.0,1553,2,301000
7,1980-2000,Gd,1,SawyerW,2127,3.0,1104.0,912,2,238000
7,1980-2000,Gd,1,SawyerW,1982,2.0,807.0,1175,2,228500
7,1980-2000,Gd,1,SawyerW,1958,2.0,779.0,1029,2,220000
7,après 2000,Ex,1,CollgCr,2696,3.0,1264.0,1282,2,383970
8,après 2000,Gd,1,CollgCr,2828,3.0,1466.0,1466,3,424870
8,après 2000,Gd,1,CollgCr,1651,3.0,1643.0,1651,2,250000
8,après 2000,Gd,0,CollgCr,2140,3.0,2140.0,2140,2,360000
7,après 2000,Gd,1,CollgCr,1494,3.0,1494.0,1494,2,279500
7,après 2000,Gd,1,CollgCr,1316,2.0,1316.0,1316,2,200141
8,après 2000,Gd,1,CollgCr,1651,3.0,1643.0,1651,2,246500
8,après 2000,Ex,1,CollgCr,2574,3.0,1482.0,1482,2,276000
7,après 2000,Gd,0,CollgCr,1274,2.0,1274.0,1274,2,203000
7,après 2000,Gd,1,CollgCr,1456,2.0,728.0,728,2,155835
7,après 2000,Gd,0,CollgCr,1240,3.0,1240.0,1240,2,194000
7,après 2000,Gd,0,CollgCr,1208,2.0,1208.0,1208,2,195400
7,après 2000,Gd,0,CollgCr,1546,3.0,1546.0,1546,2,217000
8,après 2000,Gd,1,CollgCr,1500,2.0,1489.0,1500,2,212999
7,après 2000,Gd,0,CollgCr,1270,2.0,1270.0,1270,2,175900
7,après 2000,Gd,0,CollgCr,1795,2.0,879.0,879,2,191000
6,après 2000,Gd,1,CollgCr,1314,2.0,1314.0,1314,2,176432
7,1980-2000,TA,1,SawyerW,2062,2.0,1157.0,1180,2,277000
7,1980-2000,Gd,1,SawyerW,1873,2.0,929.0,946,2,207000
6,1950-1980,Gd,1,ClearCr,2144,2.0,1444.0,1444,2,277000
6,1980-2000,Gd,1,ClearCr,1953,2.0,1580.0,1079,2,240000
6,1950-1980,Gd,0,ClearCr,2087,2.0,832.0,976,2,187500
8,1950-1980,Gd,1,ClearCr,1743,2.0,966.0,1743,0,279000
5,1980-2000,TA,0,CollgCr,1022,2.0,1022.0,1022,1,139500
5,1980-2000,TA,0,CollgCr,990,1.0,990.0,990,1,126000
6,1980-2000,Gd,0,CollgCr,1200,2.0,1200.0,1200,2,177500
6,1980-2000,Gd,0,CollgCr,1308,2.0,635.0,646,2,175000
6,1980-2000,TA,0,CollgCr,1796,2.0,794.0,882,2,211000
5,1980-2000,TA,0,CollgCr,990,1.0,990.0,990,1,146000
5,1980-2000,TA,0,CollgCr,1097,1.0,1097.0,1097,1,147900
4,1980-2000,TA,0,CollgCr,990,0.0,990.0,990,1,123600
6,1980-2000,Gd,0,CollgCr,1786,2.0,824.0,905,2,204750
7,1980-2000,Gd,1,CollgCr,1873,2.0,988.0,988,2,235500
7,1980-2000,TA,1,CollgCr,1753,2.0,853.0,853,2,217000
7,après 2000,Gd,0,CollgCr,1690,2.0,845.0,845,2,190550
7,1980-2000,Gd,1,CollgCr,1842,2.0,985.0,985,2,217500
7,après 2000,Gd,0,CollgCr,1479,2.0,1453.0,1479,2,226000
7,après 2000,Gd,0,CollgCr,1668,2.0,840.0,840,2,180000
5,1950-1980,TA,0,CollgCr,894,2.0,864.0,894,1,131000
5,1950-1980,TA,1,CollgCr,1025,2.0,1015.0,1025,2,153500
5,1950-1980,TA,1,CollgCr,1009,2.0,995.0,1009,2,160000
5,1950-1980,TA,0,CollgCr,1040,2.0,1040.0,1040,1,134900
5,1950-1980,TA,0,CollgCr,907,1.0,876.0,907,1,130000
5,1950-1980,TA,0,CollgCr,879,2.0,864.0,879,1,120000
5,1950-1980,TA,0,CollgCr,882,2.0,882.0,882,1,112500
5,1950-1980,TA,0,CollgCr,969,2.0,969.0,969,1,122000
5,1950-1980,Ex,0,CollgCr,864,2.0,864.0,864,1,127000
4,1950-1980,Gd,0,CollgCr,875,2.0,385.0,875,1,117000
8,après 2000,Gd,0,CollgCr,2000,3.0,2000.0,2000,2,305900
8,après 2000,Gd,1,CollgCr,2169,2.0,1284.0,1284,2,228500
7,1980-2000,Gd,1,CollgCr,1673,2.0,1673.0,1673,2,270000
7,après 2000,Gd,1,CollgCr,1459,2.0,1459.0,1459,2,192000
7,après 2000,Gd,1,CollgCr,1932,2.0,979.0,992,2,213000
7,après 2000,Gd,0,CollgCr,1729,2.0,860.0,860,2,200000
8,1980-2000,Gd,1,CollgCr,2452,2.0,1028.0,1210,2,267000
8,1980-2000,Gd,1,CollgCr,1592,2.0,1556.0,1592,2,228000
8,après 2000,Gd,1,CollgCr,2439,2.0,1531.0,1531,2,275000
7,1980-2000,Gd,1,CollgCr,1992,2.0,860.0,1212,2,211000
9,après 2000,Gd,1,CollgCr,1668,3.0,1626.0,1668,2,285000
8,1980-2000,Gd,1,CollgCr,2090,2.0,1220.0,1220,2,240000
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,131500
8,1980-2000,Gd,1,CollgCr,1341,2.0,1341.0,1341,1,246900
7,après 2000,Gd,1,CollgCr,1928,2.0,847.0,847,2,219500
7,après 2000,Gd,0,CollgCr,1337,2.0,1337.0,1337,2,185000
7,après 2000,Gd,0,CollgCr,1476,2.0,738.0,738,2,179400
7,après 2000,Gd,0,CollgCr,1797,2.0,939.0,939,2,213500
7,après 2000,Gd,0,CollgCr,1422,2.0,1422.0,1422,2,179600
7,après 2000,Gd,0,CollgCr,1190,2.0,1169.0,1190,2,173500
6,après 2000,Gd,1,CollgCr,1330,2.0,1330.0,1330,2,167840
7,après 2000,Gd,1,CollgCr,1491,2.0,738.0,738,2,168675
5,après 2000,Gd,0,CollgCr,1536,2.0,768.0,768,2,167000
5,1950-1980,TA,0,Edwards,1214,2.0,1214.0,1214,1,140000
5,1950-1980,TA,1,Edwards,936,1.0,936.0,936,1,118500
4,1950-1980,TA,0,Edwards,1088,2.0,1088.0,1088,1,110000
4,1950-1980,TA,0,Edwards,960,1.0,960.0,960,1,94750
5,1900-1950,TA,1,Edwards,1351,2.0,901.0,901,1,122000
6,1950-1980,TA,0,Edwards,1179,2.0,1179.0,1179,1,110000
6,1980-2000,TA,0,Edwards,816,0.0,816.0,816,1,118500
6,1950-1980,TA,1,Edwards,1044,2.0,960.0,1044,1,133500
6,1950-1980,TA,1,Edwards,1113,1.0,1143.0,1113,1,148000
5,1950-1980,TA,0,Edwards,2233,2.0,0.0,1100,2,141000
5,après 2000,TA,0,Edwards,1125,2.0,1125.0,1125,1,155000
5,après 2000,TA,0,Edwards,1090,2.0,1090.0,1090,1,157000
5,après 2000,TA,0,Edwards,1408,2.0,734.0,734,2,171500
10,après 2000,Ex,1,Edwards,5095,3.0,5095.0,5095,2,183850
10,après 2000,Ex,1,Edwards,4676,3.0,3138.0,3138,3,184750
6,après 2000,Gd,0,Edwards,1072,2.0,547.0,1072,1,140000
5,1950-1980,Fa,0,Edwards,960,1.0,960.0,960,1,131750
4,1950-1980,Fa,0,Edwards,1152,0.0,0.0,1152,2,61500
4,1950-1980,TA,0,Edwards,948,1.0,864.0,948,1,111000
5,1900-1950,TA,0,Edwards,1195,0.0,1195.0,1195,2,98500
3,1900-1950,Gd,0,Edwards,774,0.0,544.0,774,1,79000
6,1900-1950,TA,1,Edwards,865,1.0,660.0,740,1,108500
4,1950-1980,TA,0,Edwards,894,2.0,894.0,894,1,110000
4,1900-1950,TA,0,Edwards,1346,1.0,560.0,796,1,112000
4,1950-1980,TA,1,Edwards,768,1.0,768.0,768,1,125000
4,1950-1980,TA,0,Edwards,864,2.0,864.0,864,1,79275
4,1950-1980,TA,1,Edwards,948,1.0,948.0,948,1,119000
6,1900-1950,Fa,0,SWISU,3395,0.0,1440.0,1440,2,200000
5,1900-1950,TA,0,SWISU,2592,0.0,1296.0,1296,2,150000
6,1900-1950,Gd,1,Crawfor,1502,1.0,602.0,900,1,165000
5,1900-1950,TA,0,Crawfor,789,1.0,768.0,789,1,96500
5,1900-1950,TA,0,Crawfor,1422,1.0,1290.0,1422,1,136500
6,1900-1950,TA,1,Crawfor,1298,1.0,651.0,759,2,146500
5,1900-1950,Gd,1,SWISU,1768,1.0,731.0,981,1,175000
7,1900-1950,TA,1,Crawfor,1098,1.0,531.0,567,1,148500
6,1900-1950,TA,1,Crawfor,1436,1.0,585.0,851,1,141500
7,1900-1950,Gd,1,Crawfor,1426,1.0,912.0,912,1,189950
6,1900-1950,TA,1,Crawfor,1461,1.0,686.0,686,1,135000
7,1900-1950,TA,1,Crawfor,1646,1.0,918.0,918,2,164000
5,1900-1950,TA,1,Crawfor,1250,2.0,661.0,661,2,139000
5,1900-1950,Fa,1,Crawfor,954,1.0,920.0,954,1,119750
6,1900-1950,TA,0,Crawfor,1958,2.0,979.0,979,2,145000
5,1900-1950,TA,0,Crawfor,2002,3.0,1001.0,1001,2,145000
7,1900-1950,Gd,1,Crawfor,1718,2.0,851.0,867,2,238000
5,1950-1980,TA,1,Crawfor,1226,2.0,0.0,1226,1,153500
6,1900-1950,TA,1,Crawfor,2624,3.0,1370.0,1370,2,239000
8,1900-1950,TA,1,Crawfor,3194,2.0,965.0,1940,2,359100
4,1900-1950,Gd,1,Crawfor,1755,1.0,930.0,1230,2,188000
6,1900-1950,TA,1,Crawfor,1991,2.0,854.0,1096,1,220000
5,1900-1950,TA,0,Crawfor,1355,2.0,728.0,760,2,140000
8,1900-1950,Gd,1,Crawfor,2727,2.0,853.0,1549,2,315000
6,1900-1950,Gd,1,Crawfor,2320,1.0,1028.0,1436,2,259500
